Probe	EnsemblID	symbol	name
ENSG00000274346.1	ENSG00000274346	RP11-40B20.1	NA
ENSG00000274347.1	ENSG00000274347	RP11-1360M22.10	NA
ENSG00000274349.3	ENSG00000274349	ZNF658	zinc finger protein 658
ENSG00000274350.1	ENSG00000274350	RN7SL853P	RNA, 7SL, cytoplasmic 853, pseudogene
ENSG00000274351.1	ENSG00000274351	RP11-203I16.7	NA
ENSG00000274353.1	ENSG00000274353	RP11-788A1.1	NA
ENSG00000274356.1	ENSG00000274356	RP11-216L13.21	NA
ENSG00000274358.1	ENSG00000274358	NA	NA
ENSG00000274363.1	ENSG00000274363	RP11-104O19.4	NA
ENSG00000274364.1	ENSG00000274364	RP3-324O17.7	NA
ENSG00000274366.1	ENSG00000274366	AC244021.1	NA
ENSG00000274367.1	ENSG00000274367	LA16c-380H5.6	NA
ENSG00000274368.1	ENSG00000274368	AC100800.2	NA
ENSG00000274370.1	ENSG00000274370	AC144831.3	NA
ENSG00000274372.3	ENSG00000274372	RP11-94I2.4	NA
ENSG00000274373.1	ENSG00000274373	RP13-714J12.1	NA
ENSG00000274374.1	ENSG00000274374	RP5-878I13.1	NA
ENSG00000274376.3	ENSG00000274376	ADAMTS7P1	ADAMTS7 pseudogene 1
ENSG00000274377.1	ENSG00000274377	AC012671.4	NA
ENSG00000274378.1	ENSG00000274378	RP11-178C3.8	NA
ENSG00000274379.1	ENSG00000274379	RP11-179A9.3	NA
ENSG00000274380.1	ENSG00000274380	MIR6801	microRNA 6801
ENSG00000274383.1	ENSG00000274383	CTD-2017F17.2	NA
ENSG00000274386.3	ENSG00000274386	RP5-994D16.11	NA
ENSG00000274387.1	ENSG00000274387	RP11-154H23.5	NA
ENSG00000274388.1	ENSG00000274388	AC141002.1	NA
ENSG00000274389.1	ENSG00000274389	MIR302B	microRNA 302b
ENSG00000274391.3	ENSG00000274391	TPTE	transmembrane phosphatase with tensin homology
ENSG00000274395.1	ENSG00000274395	RP11-554D14.8	NA
ENSG00000274397.1	ENSG00000274397	CTD-2540L5.9	NA
ENSG00000274398.1	ENSG00000274398	RP11-322A17.3	NA
ENSG00000274400.1	ENSG00000274400	RP11-294N21.3	NA
ENSG00000274403.1	ENSG00000274403	CTD-2036P10.6	NA
ENSG00000274414.1	ENSG00000274414	RP5-965G21.4	NA
ENSG00000274415.1	ENSG00000274415	RP11-433J22.2	NA
ENSG00000274419.3	ENSG00000274419	LOC101060389	TBC1 domain family member-like
ENSG00000274420.1	ENSG00000274420	uc_338	TUC338
ENSG00000274421.1	ENSG00000274421	RP11-386J22.3	NA
ENSG00000274422.1	ENSG00000274422	LL22NC03-2H8.5	NA
ENSG00000274423.1	ENSG00000274423	RP11-544O24.2	NA
ENSG00000274425.1	ENSG00000274425	AC114271.2	NA
ENSG00000274426.1	ENSG00000274426	FP671120.1	NA
ENSG00000274427.1	ENSG00000274427	RP11-972P1.10	NA
ENSG00000274428.1	ENSG00000274428	U1	U1 spliceosomal RNA
ENSG00000274431.1	ENSG00000274431	BX088702.1	NA
ENSG00000274432.1	ENSG00000274432	U2	U2 spliceosomal RNA
ENSG00000274441.1	ENSG00000274441	CTD-2282P23.2	NA
ENSG00000274443.3	ENSG00000274443	C8orf89	chromosome 8 open reading frame 89
ENSG00000274444.1	ENSG00000274444	RP11-128A17.2	NA
ENSG00000274447.1	ENSG00000274447	LLNLR-304G9.1	NA
ENSG00000274451.1	ENSG00000274451	RP1-66H9.1	NA
ENSG00000274455.1	ENSG00000274455	CTD-2012B7.1	NA
ENSG00000274457.1	ENSG00000274457	AC000041.10	NA
ENSG00000274458.1	ENSG00000274458	SNORA40	Small nucleolar RNA SNORA40
ENSG00000274459.1	ENSG00000274459	Metazoa_SRP	Metazoan signal recognition particle RNA
ENSG00000274460.1	ENSG00000274460	CTD-2649C14.2	NA
ENSG00000274461.1	ENSG00000274461	RP11-323P17.2	NA
ENSG00000274471.1	ENSG00000274471	RP11-228M15.1	NA
ENSG00000274472.1	ENSG00000274472	Y_RNA	Y RNA
ENSG00000274475.1	ENSG00000274475	RN7SL650P	RNA, 7SL, cytoplasmic 650, pseudogene
ENSG00000274478.1	ENSG00000274478	RP11-58A18.2	NA
ENSG00000274481.1	ENSG00000274481	RP11-345P4.11	NA
ENSG00000274483.1	ENSG00000274483	AC132812.1	NA
ENSG00000274486.1	ENSG00000274486	RP11-60C6.8	NA
ENSG00000274487.1	ENSG00000274487	LOC440434	aminopeptidase puromycin sensitive pseudogene
ENSG00000274489.1	ENSG00000274489	RP11-962G15.2	NA
ENSG00000274490.1	ENSG00000274490	AP004371.1	NA
ENSG00000274491.1	ENSG00000274491	GNAS-AS1_4	GNAS antisense RNA 1 conserved region 4
ENSG00000274492.1	ENSG00000274492	RP11-976B16.1	NA
ENSG00000274494.1	ENSG00000274494	MIR6832	microRNA 6832
ENSG00000274496.1	ENSG00000274496	MIR4313	microRNA 4313
ENSG00000274499.1	ENSG00000274499	RP11-403B2.10	NA
ENSG00000274501.1	ENSG00000274501	RP4-583P15.16	NA
ENSG00000274502.1	ENSG00000274502	RP11-131M6.3	NA
ENSG00000274505.1	ENSG00000274505	Metazoa_SRP	Metazoan signal recognition particle RNA
ENSG00000274507.1	ENSG00000274507	RP5-965G21.5	NA
ENSG00000274508.1	ENSG00000274508	RP11-212I21.5	NA
ENSG00000274509.1	ENSG00000274509	AP000944.1	NA
ENSG00000274512.3	ENSG00000274512	TBC1D3L	TBC1 domain family member 3L
ENSG00000274514.1	ENSG00000274514	Metazoa_SRP	Metazoan signal recognition particle RNA
ENSG00000274515.1	ENSG00000274515	CTD-2026K11.5	NA
ENSG00000274520.1	ENSG00000274520	Six3os1_1	Six3os1 conserved region 1
ENSG00000274523.3	ENSG00000274523	RCC1L	RCC1 like
ENSG00000274525.1	ENSG00000274525	CTC-338M12.13	NA
ENSG00000274527.3	ENSG00000274527	RP11-146B14.1	NA
ENSG00000274528.1	ENSG00000274528	CTD-2650P22.2	NA
ENSG00000274529.3	ENSG00000274529	SEBOX	SEBOX homeobox
ENSG00000274536.3	ENSG00000274536	RP6-159A1.4	NA
ENSG00000274541.1	ENSG00000274541	RP1-62D2.4	NA
ENSG00000274544.1	ENSG00000274544	SNORD28	small nucleolar RNA, C/D box 28
ENSG00000274548.1	ENSG00000274548	AC007367.1	NA
ENSG00000274549.1	ENSG00000274549	RP11-676B18.2	NA
ENSG00000274551.1	ENSG00000274551	RP11-434C1.6	NA
ENSG00000274554.1	ENSG00000274554	RP11-240G22.5	NA
ENSG00000274555.1	ENSG00000274555	AL118506.2	NA
ENSG00000274559.2	ENSG00000274559	CH507-42P11.1	NA
ENSG00000274560.1	ENSG00000274560	RP11-285E23.2	NA
ENSG00000274561.1	ENSG00000274561	RP11-147L13.12	NA
ENSG00000274565.1	ENSG00000274565	CTD-3035K23.7	NA
ENSG00000274568.1	ENSG00000274568	RN7SL545P	RNA, 7SL, cytoplasmic 545, pseudogene
ENSG00000274569.1	ENSG00000274569	RP11-121C6.4	NA
ENSG00000274570.3	ENSG00000274570	SPDYE10P	speedy/RINGO cell cycle regulator family member E10, pseudogene
ENSG00000274576.2	ENSG00000274576	IGHV2-70	immunoglobulin heavy variable 2-70
ENSG00000274578.1	ENSG00000274578	RP11-430E17.1	NA
ENSG00000274582.1	ENSG00000274582	SNORA16A	small nucleolar RNA, H/ACA box 16A
ENSG00000274583.1	ENSG00000274583	FAM74A4	family with sequence similarity 74 member A4
ENSG00000274584.1	ENSG00000274584	RP11-819M15.2	NA
ENSG00000274588.1	ENSG00000274588	DGKK	diacylglycerol kinase kappa
ENSG00000274589.1	ENSG00000274589	Metazoa_SRP	Metazoan signal recognition particle RNA
ENSG00000274590.1	ENSG00000274590	AL360078.1	NA
ENSG00000274591.1	ENSG00000274591	RP11-474P2.5	NA
ENSG00000274594.1	ENSG00000274594	RP11-43P8.2	NA
ENSG00000274596.1	ENSG00000274596	MIR6872	microRNA 6872
ENSG00000274598.1	ENSG00000274598	RP11-423G4.10	NA
ENSG00000274600.1	ENSG00000274600	RIMBP3B	RIMS binding protein 3B
ENSG00000274602.3	ENSG00000274602	PI4KAP1	phosphatidylinositol 4-kinase alpha pseudogene 1
ENSG00000274603.1	ENSG00000274603	Y_RNA	Y RNA
ENSG00000274605.1	ENSG00000274605	LOC105370333	uncharacterized LOC105370333
ENSG00000274606.1	ENSG00000274606	ST7-OT4_4	ST7 overlapping transcript 4 conserved region 4
ENSG00000274607.1	ENSG00000274607	RNU6-866P	RNA, U6 small nuclear 866, pseudogene
ENSG00000274611.3	ENSG00000274611	TBC1D3	TBC1 domain family member 3
ENSG00000274612.1	ENSG00000274612	CTC-260E6.12	NA
ENSG00000274615.1	ENSG00000274615	CH17-258A22.4	NA
ENSG00000274618.1	ENSG00000274618	HIST1H4F	histone cluster 1, H4f
ENSG00000274620.1	ENSG00000274620	MIR378J	microRNA 378j
ENSG00000274621.1	ENSG00000274621	MIR6867	microRNA 6867
ENSG00000274624.1	ENSG00000274624	RP11-49G2.3	NA
ENSG00000274627.1	ENSG00000274627	RP11-104N10.2	NA
ENSG00000274628.3	ENSG00000274628	FAM95B1	family with sequence similarity 95 member B1
ENSG00000274629.1	ENSG00000274629	RP11-92F20.1	NA
ENSG00000274633.1	ENSG00000274633	AC079354.1	NA
ENSG00000274641.1	ENSG00000274641	HIST1H2BO	histone cluster 1, H2bo
ENSG00000274642.1	ENSG00000274642	CH17-472G23.1	NA
ENSG00000274647.1	ENSG00000274647	DLEU2_6	Deleted in lymphocytic leukemia 2 conserved region 6
ENSG00000274648.1	ENSG00000274648	AC093110.1	NA
ENSG00000274649.1	ENSG00000274649	CTD-2311B13.10	NA
ENSG00000274652.1	ENSG00000274652	RP11-457D13.4	NA
ENSG00000274653.1	ENSG00000274653	RP11-347C12.11	NA
ENSG00000274654.1	ENSG00000274654	CTD-3247H4.2	NA
ENSG00000274655.1	ENSG00000274655	XIST_intron	XIST 3' intron conserved motif
ENSG00000274658.1	ENSG00000274658	TBC1D3J	TBC1 domain family member 3J
ENSG00000274659.1	ENSG00000274659	RP11-986G18.2	NA
ENSG00000274663.1	ENSG00000274663	5S_rRNA	5S ribosomal RNA
ENSG00000274664.1	ENSG00000274664	RP11-169D4.4	NA
ENSG00000274666.1	ENSG00000274666	CTD-2566J3.2	NA
ENSG00000274667.1	ENSG00000274667	RP11-31H5.3	NA
ENSG00000274674.1	ENSG00000274674	MIR6741	microRNA 6741
ENSG00000274677.1	ENSG00000274677	RP11-505K9.5	NA
ENSG00000274678.1	ENSG00000274678	RP11-2C24.7	NA
ENSG00000274680.1	ENSG00000274680	MYO5BP1	myosin VB pseudogene 1
ENSG00000274682.1	ENSG00000274682	RP11-385G16.1	NA
ENSG00000274685.1	ENSG00000274685	RP11-122K13.15	NA
ENSG00000274686.1	ENSG00000274686	Metazoa_SRP	Metazoan signal recognition particle RNA
ENSG00000274689.1	ENSG00000274689	AC007750.1	NA
ENSG00000274691.1	ENSG00000274691	RP11-310E22.6	NA
ENSG00000274693.1	ENSG00000274693	HTT-AS1_2	HTT antisense RNA 1 conserved region 2
ENSG00000274694.1	ENSG00000274694	MIR6873	microRNA 6873
ENSG00000274695.1	ENSG00000274695	RP11-21K12.3	NA
ENSG00000274698.1	ENSG00000274698	RP11-71L14.4	NA
ENSG00000274701.1	ENSG00000274701	Metazoa_SRP	Metazoan signal recognition particle RNA
ENSG00000274704.1	ENSG00000274704	Metazoa_SRP	Metazoan signal recognition particle RNA
ENSG00000274705.1	ENSG00000274705	AC113133.1	NA
ENSG00000274709.1	ENSG00000274709	Evf-2_5p	Embryonic ventral forebrain-2 long ncRNA
ENSG00000274711.1	ENSG00000274711	Metazoa_SRP	Metazoan signal recognition particle RNA
ENSG00000274712.1	ENSG00000274712	RP11-147L13.15	NA
ENSG00000274713.1	ENSG00000274713	MIR7974	microRNA 7974
ENSG00000274717.1	ENSG00000274717	RP1-47A17.1	NA
ENSG00000274718.1	ENSG00000274718	RP11-346C4.3	NA
ENSG00000274719.1	ENSG00000274719	RP11-86K22.2	NA
ENSG00000274723.1	ENSG00000274723	RP11-618L22.1	NA
ENSG00000274727.1	ENSG00000274727	RP11-476I15.6	NA
ENSG00000274735.1	ENSG00000274735	FP236383.3	NA
ENSG00000274736.3	ENSG00000274736	CCL23	C-C motif chemokine ligand 23
ENSG00000274737.1	ENSG00000274737	RP5-1057I20.6	NA
ENSG00000274742.1	ENSG00000274742	Metazoa_SRP	Metazoan signal recognition particle RNA
ENSG00000274750.1	ENSG00000274750	HIST1H3E	histone cluster 1, H3e
ENSG00000274751.1	ENSG00000274751	LA16c-358B7.4	NA
ENSG00000274752.1	ENSG00000274752	TRBV12-3	T cell receptor beta variable 12-3
ENSG00000274756.1	ENSG00000274756	CTB-75G16.1	NA
ENSG00000274759.1	ENSG00000274759	5S_rRNA	5S ribosomal RNA
ENSG00000274762.1	ENSG00000274762	RP11-966I7.4	NA
ENSG00000274764.3	ENSG00000274764	PRAMEF27	PRAME family member 27
ENSG00000274765.1	ENSG00000274765	RP11-139H15.7	NA
ENSG00000274766.1	ENSG00000274766	LINC00453	NA
ENSG00000274767.1	ENSG00000274767	AC131056.3	NA
ENSG00000274769.1	ENSG00000274769	RP11-493E12.3	NA
ENSG00000274770.1	ENSG00000274770	MIR6128	microRNA 6128
ENSG00000274772.1	ENSG00000274772	Metazoa_SRP	Metazoan signal recognition particle RNA
ENSG00000274775.1	ENSG00000274775	RP1-274L7.4	NA
ENSG00000274776.1	ENSG00000274776	RP11-687F6.5	NA
ENSG00000274790.1	ENSG00000274790	Y_RNA	Y RNA
ENSG00000274791.1	ENSG00000274791	F8A2	coagulation factor VIII-associated 2
ENSG00000274793.1	ENSG00000274793	AL353783.1	NA
ENSG00000274797.1	ENSG00000274797	RP11-407N8.5	NA
ENSG00000274798.1	ENSG00000274798	CTD-2129N1.1	NA
ENSG00000274799.1	ENSG00000274799	Metazoa_SRP	Metazoan signal recognition particle RNA
ENSG00000274800.1	ENSG00000274800	AC007204.3	NA
ENSG00000274802.1	ENSG00000274802	NA	NA
ENSG00000274808.3	ENSG00000274808	TBC1D3B	TBC1 domain family member 3B
ENSG00000274810.2	ENSG00000274810	NPHP3-ACAD11	NPHP3-ACAD11 readthrough (NMD candidate)
ENSG00000274815.1	ENSG00000274815	AC007682.3	NA
ENSG00000274816.1	ENSG00000274816	MIR6772	microRNA 6772
ENSG00000274817.1	ENSG00000274817	HOTAIR_4	HOTAIR intron conserved region 4
ENSG00000274818.1	ENSG00000274818	RP1-292L20.3	NA
ENSG00000274822.1	ENSG00000274822	MIR6762	microRNA 6762
ENSG00000274823.1	ENSG00000274823	RP11-348M3.6	NA
ENSG00000274824.1	ENSG00000274824	MIR7152	microRNA 7152
ENSG00000274825.1	ENSG00000274825	RP4-616B8.5	NA
ENSG00000274827.3	ENSG00000274827	LINC01297	long intergenic non-protein coding RNA 1297
ENSG00000274828.1	ENSG00000274828	RP11-567M16.6	NA
ENSG00000274833.1	ENSG00000274833	RP11-1055B8.10	NA
ENSG00000274834.1	ENSG00000274834	CTD-3037G24.5	NA
ENSG00000274835.1	ENSG00000274835	RP11-566K19.11	NA
ENSG00000274837.1	ENSG00000274837	RP11-356K22.1	NA
ENSG00000274841.1	ENSG00000274841	Metazoa_SRP	Metazoan signal recognition particle RNA
ENSG00000274848.1	ENSG00000274848	Metazoa_SRP	Metazoan signal recognition particle RNA
ENSG00000274849.1	ENSG00000274849	RP11-49I11.4	NA
ENSG00000274859.1	ENSG00000274859	RP11-136L23.2	NA
ENSG00000274860.1	ENSG00000274860	Metazoa_SRP	Metazoan signal recognition particle RNA
ENSG00000274862.1	ENSG00000274862	U2	U2 spliceosomal RNA
ENSG00000274863.1	ENSG00000274863	RP11-97N19.3	NA
ENSG00000274864.1	ENSG00000274864	HOTAIRM1_3	HOX antisense intergenic RNA myeloid 1 conserved region 3
ENSG00000274867.1	ENSG00000274867	RP4-724P12.2	NA
ENSG00000274869.1	ENSG00000274869	RP11-195B21.3	NA
ENSG00000274872.1	ENSG00000274872	AC109471.1	NA
ENSG00000274874.1	ENSG00000274874	RP11-214K3.25	NA
ENSG00000274877.1	ENSG00000274877	RP11-65I12.1	NA
ENSG00000274879.1	ENSG00000274879	RP11-411G2.1	NA
ENSG00000274885.1	ENSG00000274885	RP11-268P4.6	NA
ENSG00000274886.1	ENSG00000274886	SEPT14P17	septin 14 pseudogene 17
ENSG00000274890.1	ENSG00000274890	MIR1302-2	microRNA 1302-2
ENSG00000274892.1	ENSG00000274892	CTB-167G5.7	NA
ENSG00000274895.1	ENSG00000274895	RP11-478J18.2	NA
ENSG00000274897.2	ENSG00000274897	PANO1	proapoptotic nucleolar protein 1
ENSG00000274898.1	ENSG00000274898	AC001226.7	NA
ENSG00000274899.1	ENSG00000274899	RP11-566H16.1	NA
ENSG00000274901.1	ENSG00000274901	LL0XNC01-220B11.1	NA
ENSG00000274902.1	ENSG00000274902	RP1-197B17.4	NA
ENSG00000274904.1	ENSG00000274904	CTD-2515O10.5	NA
ENSG00000274911.1	ENSG00000274911	RP11-12A20.7	NA
ENSG00000274916.1	ENSG00000274916	RP11-144A16.5	NA
ENSG00000274918.1	ENSG00000274918	RP11-54G14.1	NA
ENSG00000274922.1	ENSG00000274922	RP11-88E10.5	NA
ENSG00000274923.1	ENSG00000274923	GS1-214D18.3	NA
ENSG00000274924.1	ENSG00000274924	AC006925.1	NA
ENSG00000274925.1	ENSG00000274925	CTD-2547G23.4	NA
ENSG00000274927.1	ENSG00000274927	CH17-13I23.1	NA
ENSG00000274928.3	ENSG00000274928	KRT89P	keratin 89 pseudogene
ENSG00000274929.1	ENSG00000274929	RP11-165D7.5	NA
ENSG00000274940.1	ENSG00000274940	MIR8083	microRNA 8083
ENSG00000274943.1	ENSG00000274943	RP11-351C21.2	NA
ENSG00000274944.3	ENSG00000274944	RP5-864K19.6	NA
ENSG00000274949.1	ENSG00000274949	RP5-1009E24.9	NA
ENSG00000274951.1	ENSG00000274951	AC005538.1	NA
ENSG00000274954.1	ENSG00000274954	RP11-56B16.6	NA
ENSG00000274956.2	ENSG00000274956	UG0898H09	uncharacterized LOC643763
ENSG00000274959.1	ENSG00000274959	SPDYE13P	speedy/RINGO cell cycle regulator family member E13, pseudogene
ENSG00000274961.1	ENSG00000274961	RP3-492J12.2	NA
ENSG00000274963.1	ENSG00000274963	RN7SL600P	RNA, 7SL, cytoplasmic 600, pseudogene
ENSG00000274964.1	ENSG00000274964	RP11-817I4.1	NA
ENSG00000274967.1	ENSG00000274967	Y_RNA	Y RNA
ENSG00000274969.1	ENSG00000274969	MIR6771	microRNA 6771
ENSG00000274970.1	ENSG00000274970	RP11-472F21.1	NA
ENSG00000274973.1	ENSG00000274973	BSNDP2	barttin CLCNK-type chloride channel accessory beta subunit pseudogene 2
ENSG00000274976.1	ENSG00000274976	RP11-8P13.5	NA
ENSG00000274978.1	ENSG00000274978	RNU11	RNA, U11 small nuclear
ENSG00000274979.1	ENSG00000274979	RP11-1143G9.5	NA
ENSG00000274986.1	ENSG00000274986	MIR6750	microRNA 6750
ENSG00000274987.1	ENSG00000274987	RP11-295I5.3	NA
ENSG00000274988.1	ENSG00000274988	MIR6876	microRNA 6876
ENSG00000274991.1	ENSG00000274991	AC004846.1	NA
ENSG00000274992.1	ENSG00000274992	AC008547.1	NA
ENSG00000274993.1	ENSG00000274993	RP11-395B7.2	NA
ENSG00000274996.1	ENSG00000274996	CTB-58E17.2	NA
ENSG00000274997.1	ENSG00000274997	HIST1H2AH	histone cluster 1, H2ah
ENSG00000275000.1	ENSG00000275000	AL096803.1	NA
ENSG00000275001.1	ENSG00000275001	uc_338	TUC338
ENSG00000275002.1	ENSG00000275002	RP11-187E13.3	NA
ENSG00000275004.2	ENSG00000275004	ZNF280B	zinc finger protein 280B
ENSG00000275005.1	ENSG00000275005	RP11-234G16.5	NA
ENSG00000275011.1	ENSG00000275011	RP11-599B13.9	NA
ENSG00000275014.1	ENSG00000275014	RN7SL166P	RNA, 7SL, cytoplasmic 166, pseudogene
ENSG00000275016.3	ENSG00000275016	RP11-61O11.1	NA
ENSG00000275017.1	ENSG00000275017	RP11-317B17.4	NA
ENSG00000275020.1	ENSG00000275020	AL080285.1	NA
ENSG00000275022.1	ENSG00000275022	MIR6753	microRNA 6753
ENSG00000275023.3	ENSG00000275023	MLLT6	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 6
ENSG00000275024.1	ENSG00000275024	CTB-1144G6.6	NA
ENSG00000275025.1	ENSG00000275025	RP5-875H18.10	NA
ENSG00000275026.1	ENSG00000275026	GXYLT1P4	glucoside xylosyltransferase 1 pseudogene 4
ENSG00000275027.1	ENSG00000275027	AC084357.1	NA
ENSG00000275029.1	ENSG00000275029	HMGB1P24	high mobility group box 1 pseudogene 24
ENSG00000275033.1	ENSG00000275033	TCL6_2	T-cell leukemia/lymphoma 6 conserved region 2
ENSG00000275034.2	ENSG00000275034	LOC102723655	TP53-target gene 3 protein
ENSG00000275038.1	ENSG00000275038	RP11-546B8.6	NA
ENSG00000275040.1	ENSG00000275040	RP11-70D24.4	NA
ENSG00000275041.1	ENSG00000275041	Metazoa_SRP	Metazoan signal recognition particle RNA
ENSG00000275044.1	ENSG00000275044	AC098477.1	NA
ENSG00000275046.1	ENSG00000275046	RP11-136G2.1	NA
ENSG00000275052.3	ENSG00000275052	PPP4R3B	protein phosphatase 4 regulatory subunit 3B
ENSG00000275053.1	ENSG00000275053	AP000221.2	NA
ENSG00000275055.1	ENSG00000275055	CTC-471J1.11	NA
ENSG00000275056.1	ENSG00000275056	RP11-127I20.8	NA
ENSG00000275060.1	ENSG00000275060	PPP1R26P3	protein phosphatase 1 regulatory subunit 26 pseudogene 3
ENSG00000275064.1	ENSG00000275064	CH17-262O2.1	NA
ENSG00000275065.1	ENSG00000275065	CU463998.2	NA
ENSG00000275066.3	ENSG00000275066	SYNRG	synergin, gamma
ENSG00000275070.1	ENSG00000275070	Metazoa_SRP	Metazoan signal recognition particle RNA
ENSG00000275074.1	ENSG00000275074	NUDT18	nudix hydrolase 18
ENSG00000275076.1	ENSG00000275076	AL928970.1	NA
ENSG00000275084.2	ENSG00000275084	SNORD91B	small nucleolar RNA, C/D box 91B
ENSG00000275085.1	ENSG00000275085	AC126755.1	NA
ENSG00000275088.1	ENSG00000275088	RP11-442O1.3	NA
ENSG00000275089.1	ENSG00000275089	AL355537.1	NA
ENSG00000275091.1	ENSG00000275091	CTB-55O6.13	NA
ENSG00000275092.1	ENSG00000275092	LA16c-329F2.2	NA
ENSG00000275097.1	ENSG00000275097	RP11-627K11.6	NA
ENSG00000275098.1	ENSG00000275098	AL158089.1	NA
ENSG00000275100.1	ENSG00000275100	AL450327.1	NA
ENSG00000275103.1	ENSG00000275103	SCb-64M4.1	NA
ENSG00000275105.1	ENSG00000275105	MIR6511B2	microRNA 6511b-2
ENSG00000275106.1	ENSG00000275106	RP11-309L24.10	NA
ENSG00000275109.1	ENSG00000275109	MIR6504	microRNA 6504
ENSG00000275111.3	ENSG00000275111	ZNF2	zinc finger protein 2
ENSG00000275113.1	ENSG00000275113	GAGE2E	G antigen 2E
ENSG00000275115.1	ENSG00000275115	RP11-613H2.3	NA
ENSG00000275119.1	ENSG00000275119	RP11-711K1.8	NA
ENSG00000275120.1	ENSG00000275120	RP11-182J1.17	NA
ENSG00000275121.1	ENSG00000275121	CH17-232I21.1	NA
ENSG00000275126.1	ENSG00000275126	HIST1H4L	histone cluster 1, H4l
ENSG00000275127.1	ENSG00000275127	SNORD116-22	small nucleolar RNA, C/D box 116-22
ENSG00000275128.1	ENSG00000275128	RN7SL203P	RNA, 7SL, cytoplasmic 203, pseudogene
ENSG00000275131.1	ENSG00000275131	CH17-472G23.4	NA
ENSG00000275132.1	ENSG00000275132	RN7SL663P	RNA, 7SL, cytoplasmic 663, pseudogene
ENSG00000275139.1	ENSG00000275139	RP1-101D8.1	NA
ENSG00000275140.1	ENSG00000275140	CH17-478G19.2	NA
ENSG00000275142.1	ENSG00000275142	RP5-999L4.2	NA
ENSG00000275147.1	ENSG00000275147	RP11-324D17.3	NA
ENSG00000275149.1	ENSG00000275149	RP11-427J23.1	NA
ENSG00000275152.3	ENSG00000275152	CCL16	C-C motif chemokine ligand 16
ENSG00000275154.1	ENSG00000275154	U3	Small nucleolar RNA U3
ENSG00000275155.1	ENSG00000275155	CTD-2595P9.4	NA
ENSG00000275158.1	ENSG00000275158	TRBV12-5	T cell receptor beta variable 12-5
ENSG00000275160.1	ENSG00000275160	RP11-187C18.3	NA
ENSG00000275162.1	ENSG00000275162	LLNLR-260G6.1	NA
ENSG00000275163.1	ENSG00000275163	KCNMB2	potassium calcium-activated channel subfamily M regulatory beta subunit 2
ENSG00000275167.1	ENSG00000275167	MIR6815	microRNA 6815
ENSG00000275173.1	ENSG00000275173	AC091199.1	NA
ENSG00000275175.1	ENSG00000275175	CTD-2313J17.7	NA
ENSG00000275178.1	ENSG00000275178	RP11-4B16.3	NA
ENSG00000275179.1	ENSG00000275179	RP4-737E23.7	NA
ENSG00000275180.1	ENSG00000275180	RP11-631N16.4	NA
ENSG00000275183.1	ENSG00000275183	LENG9	leukocyte receptor cluster member 9
ENSG00000275186.1	ENSG00000275186	RP11-196B3.3	NA
ENSG00000275191.1	ENSG00000275191	RP11-36I17.2	NA
ENSG00000275197.1	ENSG00000275197	RP11-295I5.4	NA
ENSG00000275198.1	ENSG00000275198	RP11-471B22.3	NA
ENSG00000275201.1	ENSG00000275201	LLNLF-18A12.1	NA
ENSG00000275202.1	ENSG00000275202	RP11-156K23.3	NA
ENSG00000275208.1	ENSG00000275208	MIR6745	microRNA 6745
ENSG00000275209.1	ENSG00000275209	FP236383.4	NA
ENSG00000275210.1	ENSG00000275210	AC008984.2	NA
ENSG00000275212.1	ENSG00000275212	RP3-446N13.5	NA
ENSG00000275213.1	ENSG00000275213	Metazoa_SRP	Metazoan signal recognition particle RNA
ENSG00000275216.1	ENSG00000275216	RP11-54H7.4	NA
ENSG00000275217.2	ENSG00000275217	NA	NA
ENSG00000275219.1	ENSG00000275219	U2	U2 spliceosomal RNA
ENSG00000275220.1	ENSG00000275220	Z83819.1	NA
ENSG00000275223.1	ENSG00000275223	RP1-63M2.7	NA
ENSG00000275226.1	ENSG00000275226	LINC00547	long intergenic non-protein coding RNA 547
ENSG00000275227.1	ENSG00000275227	uc_338	TUC338
ENSG00000275228.1	ENSG00000275228	RP11-370I10.10	NA
ENSG00000275230.1	ENSG00000275230	RN7SL544P	RNA, 7SL, cytoplasmic 544, pseudogene
ENSG00000275232.1	ENSG00000275232	RP11-897M7.4	NA
ENSG00000275233.1	ENSG00000275233	AL136456.1	NA
ENSG00000275234.1	ENSG00000275234	CTD-2396E7.11	NA
ENSG00000275235.1	ENSG00000275235	AC068056.1	NA
ENSG00000275236.1	ENSG00000275236	AC009120.11	NA
ENSG00000275238.1	ENSG00000275238	MIR4734	microRNA 4734
ENSG00000275239.3	ENSG00000275239	LOC105379447	uncharacterized LOC105379447
ENSG00000275243.1	ENSG00000275243	TRBV16	T cell receptor beta variable 16 (gene/pseudogene)
ENSG00000275248.1	ENSG00000275248	RP11-40E6.2	NA
ENSG00000275250.1	ENSG00000275250	RP11-768G3.1	NA
ENSG00000275251.1	ENSG00000275251	AC098869.1	NA
ENSG00000275256.1	ENSG00000275256	MRPS31P1	mitochondrial ribosomal protein S31 pseudogene 1
ENSG00000275258.1	ENSG00000275258	AC004832.1	NA
ENSG00000275261.1	ENSG00000275261	AL136221.1	NA
ENSG00000275263.1	ENSG00000275263	RP11-1072A3.4	NA
ENSG00000275265.1	ENSG00000275265	RP11-15J22.8	NA
